"Drug","INN","Disease","Applicant","Parent_Company","Technology","Therapeutic_Area","Severity_Tier","Country","Decision_Type","Evaluation_Raw","Decision_Status_Raw","Access_Outcome","Restriction_Level","Reason_Category","Decision_Year","Decision_Date_Raw","Comparator_Category","Comparator_Raw","Evidence_Type","Reason_Text","ICER_Raw","Main_Uncertainty","Conditions","Notes","Comments","Data_Source","Row_Ref","Is_Positive","Is_Assessed","ICER_Min_SEK_per_QALY (Sweden only, curated)","ICER_Max_SEK_per_QALY (Sweden only, curated)","ICER_Basis_Note (Sweden only)","Technology_Group","Drug_Any_Positive (helper)","Drug_First_Positive_Year (helper)","hta_decision_date","ema_ma_date","time_to_decision_years","time_flag"
"Oxlumo","Lumasiran","Primary hyperoxaluria type 1 (PH1)","Alnylam Netherlands B.V.","Alnylam","RNA-targeted (siRNA)","Renal/Metabolic","Ultra-severe (immediately life-threatening)","Denmark","No formal assessment / not assessed","Missing information","Missing information","Not Evaluated","Not Applicable","N/A",,"Missing information","Not applicable / Not assessed","Missing information","Not specified / unclear","Not specified","Missing information","Missing information","Missing information","Missing information","Missing information","Primary xlsx database",26,FALSE,FALSE,,,,"RNA-targeted",1,,,2020-11-19,,"missing"
"Oxlumo","Lumasiran","Primary hyperoxaluria type 1 (PH1)","Alnylam Netherlands B.V.","Alnylam","RNA-targeted (siRNA)","Renal/Metabolic","Ultra-severe (immediately life-threatening)","Norway","Rapid / simplified HTA","Nye Metoder / Bestillerforum assignment for short method assessment of effect and safety","Assessment cancelled / not completed due to missing company documentation","Not Evaluated","Not Applicable","Administrative/Procedural",2023,"Bestillerforum case 25/09/2023; original assignment 18/01/2021","Best supportive care / no active treatment","BSC","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Missing information — no public ICER because no completed method assessment","No method assessment completed because required documentation was not submitted; therefore clinical effect, safety, costs and cost-effectiveness were not assessed nationally","No national routine-use conditions established","Lumasiran was identified as Oxlumo for PH1, ATC A16AX18, orphan medicine, subcutaneous injection, specialist-healthcare responsibility; not marketed in Norway at the time of the Bestillerforum note","Important procedural failure case: market access did not fail after negative cost-effectiveness modelling; it stalled/collapsed because the company did not provide documentation","Primary xlsx database",26,FALSE,FALSE,,,,"RNA-targeted",1,,2023-07-01,2020-11-19,2.61190965092402,"ok"
"Crysvita","Burosumab","X-linked hypophosphatemia (XLH)","Kyowa Kirin AB","Kyowa Kirin","Monoclonal antibody","Musculoskeletal/Metabolic",,"Sweden","Other / unclassified process","TLV health-economic assessment + NT-rådet national recommendation","Restricted","Restricted Positive","Restricted","N/A",2019,"TLV 2019; NT-rådet updated 2023/2024; agreement active 01/12/2023–30/11/2026, extension option to 30/11/2027","Other / mixed comparator","Conventional therapy: oral phosphate + active vitamin D analogues","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Approx. SEK 12M/QALY vs conventional therapy","Long-term effect, high ICER, durability of skeletal benefit, translation of rickets/phosphate outcomes into lifetime QoL and cost-effectiveness","Children ≥1 year and adolescents with growing skeleton, genetically verified XLH, insufficient response to optimized conventional treatment; treatment initiated/evaluated with National XLH Treatment Board","Clinically superior to conventional therapy for rickets healing and phosphate regulation, but cost-effectiveness very uncertain at list price","Strong restricted paediatric access case; access depends on expert-board gatekeeping and regional agreement","Primary xlsx database",27,TRUE,TRUE,1.2e+07,1.2e+07,"exact (approx., vs conventional therapy)","Monoclonal antibody",1,,2019-07-01,2018-02-19,1.36071184120465,"ok"
"Crysvita","Burosumab","X-linked hypophosphatemia (XLH)","Kyowa Kirin AB","Kyowa Kirin","Monoclonal antibody","Musculoskeletal/Metabolic",,"Denmark","Full / standard HTA","Medicinrådet assessment + Amgros negotiation","Restricted","Restricted Positive","Restricted","N/A",2019,"2019-11-20 00:00:00","Other / mixed comparator","Conventional therapy: oral phosphate + alfacalcidol / active vitamin D","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","No public ICER; Medicinrådet considered costs very high and cost-benefit not reasonable, but recommendation justified due to severity","Low evidence quality, long-term durability, high cost, uncertainty around sustained benefit","Children/adolescents with skeletal growth and severe XLH defined by RSS ≥2","Moderate-to-large added clinical value assumed for severe paediatric patients, despite low evidence certainty","Denmark uses a clear radiographic severity threshold; positive but narrow access","Primary xlsx database",27,TRUE,TRUE,,,,"Monoclonal antibody",1,,2019-11-20,2018-02-19,1.74948665297741,"ok"
"Crysvita","Burosumab","X-linked hypophosphatemia (XLH)","Kyowa Kirin AB","Kyowa Kirin","Monoclonal antibody","Musculoskeletal/Metabolic",,"Norway","Rapid / simplified HTA","Nye Metoder rapid HTA + Beslutningsforum decision","Restricted for paediatric patients; Negative for adults","Restricted Positive","Restricted","Clinical evidence uncertainty",2019,"Initial paediatric introduction 23/09/2019; updated assessment 2021; criteria confirmed/updated 09/01/2025","Other / mixed comparator","Conventional therapy expected; exact comparator not fully detailed in public summary","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","No public ICER identified","Budget impact, high cost, restricted reimbursement criteria","Restricted special reimbursement in upper 100% reimbursement class; conditional reimbursement with financial agreement","Finland used HILA/Kela reimbursement route rather than Fimea/PALKO hospital HTA route","mportant correction: Finland is not missing anymore; access is documented through outpatient reimbursement, but public details remain limited","Primary xlsx database",27,TRUE,TRUE,,,,"Monoclonal antibody",1,,2019-07-01,2018-02-19,1.36071184120465,"ok"
"Enspryng","Satralizumab","Neuromyelitis optica spectrum disorder","Roche AB","Roche","Monoclonal antibody","Neurology (autoimmune)",,"Sweden","Managed introduction / price negotiation","NT-rådet managed introduction / TLV pathway","Wait / defer introduction","Ongoing/Pending","Not Applicable","N/A",2022,"2022-05-30 00:00:00","Not applicable / Not assessed","Missing information","Not specified / unclear","Price / cost-effectiveness","Not public","Cost-effectiveness vs current practice","AQP4-IgG+ NMOSD; regions should wait for TLV decision","NT-rådet told regions to await TLV benefit decision","Use as “deferred / no routine access”","Primary xlsx database",28,FALSE,TRUE,,,"not public; ongoing","Monoclonal antibody",0,,2022-05-30,2021-06-24,0.930869267624914,"ok"
"Enspryng","Satralizumab","Neuromyelitis optica spectrum disorder","Roche AB","Roche","Monoclonal antibody","Neurology (autoimmune)",,"Denmark","Full / standard HTA","Medicinrådet assessment + Amgros negotiation","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2022,"2022-03-24 00:00:00","Best supportive care / no active treatment","Current Danish off-label practice / no treatment in evidence base","Not specified / unclear","Price / cost-effectiveness","Not public","Effect vs existing off-label therapies; infections; high cost","AQP4-IgG+ adults/adolescents","Satralizumab reduced attacks vs no treatment, but was much more expensive than current medicines","Negative access case","Primary xlsx database",28,FALSE,TRUE,,,,"Monoclonal antibody",0,,2022-03-24,2021-06-24,0.747433264887064,"ok"
"Enspryng","Satralizumab","Neuromyelitis optica spectrum disorder","Roche AB","Roche","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Other / unclassified process","DMP / Nye Metoder assessment","Not introduced","Negative","Not Applicable","Price/Cost-effectiveness",2021,"2021","Active comparator drug(s)","Off-label rituximab/contextual SoC","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Not public","Price vs uncertain incremental value","AQP4-IgG+ NMOSD","Norway notes satralizumab has MT but is not introduced; rituximab/tocilizumab used off-label","Rituximab trap","Primary xlsx database",28,FALSE,TRUE,,,,"Monoclonal antibody",0,,2021-07-01,2021-06-24,0.0191649555099247,"ok"
"Uplizna","Inebilizumab","NMOSD","Amgen","Amgen","Monoclonal antibody","Neurology (autoimmune)",,"Sweden","No formal assessment / not assessed","No public Swedish NMOSD HTA/reimbursement assessment identified. Swedish source only says Uplizna is not launched in Sweden for NMOSD; later horizon scanning is for IgG4-RD, not NMOSD.",,"Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Not specified",,,,,,"Primary xlsx database",29,FALSE,FALSE,,,"not evaluated","Monoclonal antibody",0,,,2022-04-25,,"missing"
"Uplizna","Inebilizumab","NMOSD","Amgen","Amgen","Monoclonal antibody","Neurology (autoimmune)",,"Denmark","Full / standard HTA","Medicinrådet assessment + Amgros negotiation","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2024,"2024-11-28 00:00:00","Active comparator drug(s)","Rituximab","Not specified / unclear","Comparator/positioning issue + Price / cost-effectiveness","Not public","No reliable evidence of better efficacy/safety than rituximab; high cost","AQP4-IgG+ adults","Amgros negotiated confidential price, but final value remained insufficient","Strong comparator rejection","Primary xlsx database",29,FALSE,TRUE,,,,"Monoclonal antibody",0,,2024-11-28,2022-04-25,2.59548254620123,"ok"
"Uplizna","Inebilizumab","NMOSD","Amgen","Amgen","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Managed introduction / price negotiation","DMP method assessment + Sykehusinnkjøp price note + Beslutningsforum","Not introduced","Negative","Not Applicable","Price/Cost-effectiveness",2025,"2025-09-22 00:00:00","Active comparator drug(s)","Rituximab and placebo requested","Not specified / unclear","Price / cost-effectiveness","No valid ICER; max price used","Evidence not suitable for cost-utility analysis; no price offer","AQP4-IgG+ adults","Amgen gave no price offer; max AUP used; year 1 cost listed as 2.22M NOK incl. VAT","Clear price/evidence failure","Primary xlsx database",29,FALSE,TRUE,,,,"Monoclonal antibody",0,,2025-09-22,2022-04-25,3.4113620807666,"ok"
"Soliris","Eculizumab","Paroxysmal nocturnal hemoglobinuria (PNH)","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Sweden","Other / unclassified process","NT-radet opinion (price-based, no new health-economic assessment)","Not recommended for general use (Soliris specifically)","Not Evaluated","Not Applicable","N/A",2024,"2024-12-19 00:00:00","Other / mixed comparator","Bekemv (eculizumab biosimilar), Epysqli, Ultomiris, Aspaveli","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","Not reported (recommendation is price-comparison based, not a fresh cost-per-QALY assessment)","N/A - decision is price-driven, not an evidence/uncertainty issue","NT-radet recommends against general use of Soliris/Epysqli/Ultomiris/Aspaveli for PNH; Bekemv recommended where treatment is unavoidable; a national treatment council (PNH-gruppen) decides which patients can be offered Bekemv and manages switching from Soliris","Replaces NT-radet's earlier PNH opinion. Verified against source 'PNH Soliris 2024-12-19' (TLV/NT-radet).","Source: TLV/NT-radet opinion, 'PNH Soliris 2024-12-19'.","Primary xlsx database",30,FALSE,FALSE,,,"not evaluated","Monoclonal antibody",0,,2024-12-19,2007-06-20,17.5003422313484,"long (>10 years)"
"Soliris","Eculizumab","Paroxysmal nocturnal hemoglobinuria (PNH)","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Denmark","Other / unclassified process","Not Evaluated","No Medicinraadet PNH-specific assessment identified in available sources","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",30,FALSE,FALSE,,,,"Monoclonal antibody",0,,,2007-06-20,,"missing"
"Soliris","Eculizumab","Paroxysmal nocturnal hemoglobinuria (PNH)","Alexion (AstraZeneca Rare Disease)","Alexion (AstraZeneca Rare Disease)","Monoclonal antibody","Neurology (autoimmune)",,"Norway","Managed introduction / price negotiation","Sykehusinnkjop price note (Legemiddelverket forenklet metodevurdering, 20.4.2022, underlying)","Outcome not confirmed in available sources","Not Evaluated","Not Applicable","N/A",2022,"2022-08-30 00:00:00","Other / mixed comparator","None submitted - Alexion did not provide documentation for a cost-effectiveness assessment for any of the 4 indications","Not specified / unclear","Administrative/procedural + Comparator/positioning issue + Price / cost-effectiveness","Not assessed / no ICER (Legemiddelverket: 'med dagens pris... er det lite sannsynlig at prioriteringskriteriene er oppfylt')","No ICER calculable: Alexion chose not to submit the required documentation for a health-economic assessment for any indication","Price note ID2019_61 covers PNH together with aHUS (ID2020_003), NMOSD (ID2019_043) and gMG (ID2017_020/ID2019_021) in a single combined document","Sykehusinnkjop recommended that, if eculizumab is introduced, the agreed maximum price be used. A Beslutningsforum decision was scheduled for 26.09.2022. No Beslutningsforum decision letter for PNH (or any of the 4 indications) was found among the available source documents.","Source: id2019_061-med-flere price note, Sykehusinnkjop HF, 30.08.2022. NB: the unrelated date 18.10.2022 that appeared in the prior version of this database belongs to a real Yescarta (axicabtagene ciloleucel) Beslutningsforum decision, not to any Soliris indication -- that entry was fabricated/misattributed.","Primary xlsx database",30,FALSE,FALSE,,,,"Monoclonal antibody",0,,2022-08-30,2007-06-20,15.1950718685832,"long (>10 years)"
